         Index            Ts             t            HF        Weight            RH            Tr
            59   2.12500e+01   5.90000e+01  -1.24269e+01   2.08060e+01   1.16000e+01   1.80000e+01
            60   2.12514e+01   6.00000e+01  -1.24206e+01   2.08040e+01   1.15000e+01   1.80000e+01
            61   2.12516e+01   6.10000e+01  -1.24160e+01   2.08020e+01   1.15000e+01   1.80000e+01
            62   2.12458e+01   6.20000e+01  -1.24117e+01   2.08000e+01   1.15000e+01   1.80000e+01
            63   2.12335e+01   6.30000e+01  -1.24079e+01   2.07980e+01   1.15000e+01   1.80000e+01
            64   2.12258e+01   6.40000e+01  -1.24047e+01   2.07961e+01   1.14000e+01   1.80000e+01
            65   2.12036e+01   6.50000e+01  -1.24009e+01   2.07942e+01   1.14000e+01   1.80000e+01
            66   2.11865e+01   6.60000e+01  -1.23963e+01   2.07923e+01   1.14000e+01   1.80000e+01
            67   2.11793e+01   6.70000e+01  -1.23914e+01   2.07904e+01   1.13000e+01   1.80000e+01
            68   2.11835e+01   6.80000e+01  -1.23884e+01   2.07886e+01   1.13000e+01   1.80000e+01
            69   2.11671e+01   6.90000e+01  -1.23842e+01   2.07868e+01   1.13000e+01   1.80000e+01
            70   2.11687e+01   7.00000e+01  -1.23784e+01   2.07849e+01   1.13000e+01   1.80000e+01
            71   2.11565e+01   7.10000e+01  -1.23723e+01   2.07829e+01   1.12000e+01   1.80000e+01
            72   2.11416e+01   7.20000e+01  -1.23669e+01   2.07809e+01   1.12000e+01   1.80000e+01
            73   2.11573e+01   7.30000e+01  -1.23619e+01   2.07790e+01   1.12000e+01   1.80000e+01
            74   2.11441e+01   7.40000e+01  -1.23573e+01   2.07770e+01   1.12000e+01   1.80000e+01
            75   2.11313e+01   7.50000e+01  -1.23527e+01   2.07751e+01   1.12000e+01   1.80000e+01
            76   2.11244e+01   7.60000e+01  -1.23477e+01   2.07732e+01   1.11000e+01   1.80000e+01
            77   2.11172e+01   7.70000e+01  -1.23445e+01   2.07713e+01   1.11000e+01   1.80000e+01
            78   2.11200e+01   7.80000e+01  -1.23408e+01   2.07695e+01   1.11000e+01   1.80000e+01
            79   2.10987e+01   7.90000e+01  -1.23361e+01   2.07676e+01   1.11000e+01   1.80000e+01
            80   2.11105e+01   8.00000e+01  -1.23319e+01   2.07657e+01   1.10000e+01   1.80000e+01
            81   2.10803e+01   8.10000e+01  -1.23266e+01   2.07638e+01   1.10000e+01   1.80000e+01
            82   2.10839e+01   8.20000e+01  -1.23222e+01   2.07619e+01   1.10000e+01   1.80000e+01
            83   2.10808e+01   8.30000e+01  -1.23180e+01   2.07601e+01   1.09000e+01   1.80000e+01
            84   2.10603e+01   8.40000e+01  -1.23148e+01   2.07582e+01   1.09000e+01   1.80000e+01
            85   2.10552e+01   8.50000e+01  -1.23109e+01   2.07563e+01   1.09000e+01   1.80000e+01
            86   2.10477e+01   8.60000e+01  -1.23069e+01   2.07544e+01   1.08000e+01   1.80000e+01
            87   2.10348e+01   8.70000e+01  -1.23035e+01   2.07526e+01   1.08000e+01   1.80000e+01
            88   2.10295e+01   8.80000e+01  -1.22952e+01   2.07507e+01   1.08000e+01   1.80000e+01
            89   2.10290e+01   8.90000e+01  -1.22895e+01   2.07488e+01   1.08000e+01   1.80000e+01
            90   2.10196e+01   9.00000e+01  -1.22843e+01   2.07470e+01   1.08000e+01   1.80000e+01
            91   2.10120e+01   9.10000e+01  -1.22791e+01   2.07452e+01   1.07000e+01   1.80000e+01
            92   2.09892e+01   9.20000e+01  -1.22764e+01   2.07433e+01   1.07000e+01   1.80000e+01
            93   2.09967e+01   9.30000e+01  -1.22716e+01   2.07414e+01   1.07000e+01   1.80000e+01
            94   2.10000e+01   9.40000e+01  -1.22666e+01   2.07396e+01   1.07000e+01   1.80000e+01
            95   2.09774e+01   9.50000e+01  -1.22617e+01   2.07377e+01   1.07000e+01   1.80000e+01
            96   2.09622e+01   9.60000e+01  -1.22567e+01   2.07359e+01   1.07000e+01   1.80000e+01
            97   2.09692e+01   9.70000e+01  -1.22516e+01   2.07341e+01   1.06000e+01   1.80000e+01
            98   2.09628e+01   9.80000e+01  -1.22455e+01   2.07322e+01   1.06000e+01   1.80000e+01
            99   2.09510e+01   9.90000e+01  -1.22388e+01   2.07304e+01   1.06000e+01   1.80000e+01
           100   2.09295e+01   1.00000e+02  -1.22329e+01   2.07286e+01   1.06000e+01   1.80000e+01
           101   2.09397e+01   1.01000e+02  -1.22275e+01   2.07268e+01   1.05000e+01   1.80000e+01
           102   2.09272e+01   1.02000e+02  -1.22210e+01   2.07250e+01   1.05000e+01   1.80000e+01
           103   2.09197e+01   1.03000e+02  -1.22130e+01   2.07232e+01   1.05000e+01   1.80000e+01
           104   2.09248e+01   1.04000e+02  -1.22061e+01   2.07213e+01   1.05000e+01   1.80000e+01
           105   2.09139e+01   1.05000e+02  -1.21984e+01   2.07194e+01   1.05000e+01   1.80000e+01
           106   2.08953e+01   1.06000e+02  -1.21915e+01   2.07176e+01   1.05000e+01   1.80000e+01
           107   2.09141e+01   1.07000e+02  -1.21858e+01   2.07158e+01   1.04000e+01   1.80000e+01
           108   2.08917e+01   1.08000e+02  -1.21795e+01   2.07140e+01   1.04000e+01   1.80000e+01
           109   2.08990e+01   1.09000e+02  -1.21743e+01   2.07122e+01   1.04000e+01   1.80000e+01
           110   2.08823e+01   1.10000e+02  -1.21702e+01   2.07104e+01   1.04000e+01   1.80000e+01
           111   2.08790e+01   1.11000e+02  -1.21669e+01   2.07086e+01   1.03000e+01   1.80000e+01
           112   2.08676e+01   1.12000e+02  -1.21605e+01   2.07069e+01   1.03000e+01   1.80000e+01
           113   2.08760e+01   1.13000e+02  -1.21550e+01   2.07051e+01   1.03000e+01   1.80000e+01
           114   2.08680e+01   1.14000e+02  -1.21496e+01   2.07033e+01   1.03000e+01   1.80000e+01
           115   2.08531e+01   1.15000e+02  -1.21455e+01   2.07015e+01   1.02000e+01   1.80000e+01
           116   2.08371e+01   1.16000e+02  -1.21467e+01   2.06998e+01   1.02000e+01   1.80000e+01
           117   2.08433e+01   1.17000e+02  -1.21435e+01   2.06980e+01   1.02000e+01   1.80000e+01
           118   2.08220e+01   1.18000e+02  -1.21394e+01   2.06962e+01   1.02000e+01   1.80000e+01
           119   2.08436e+01   1.19000e+02  -1.21343e+01   2.06944e+01   1.02000e+01   1.80000e+01
           120   2.08234e+01   1.20000e+02  -1.21277e+01   2.06927e+01   1.01000e+01   1.80000e+01
           121   2.08373e+01   1.21000e+02  -1.21230e+01   2.06909e+01   1.01000e+01   1.80000e+01
           122   2.08180e+01   1.22000e+02  -1.21190e+01   2.06892e+01   1.01000e+01   1.80000e+01
           123   2.08221e+01   1.23000e+02  -1.21140e+01   2.06875e+01   1.01000e+01   1.80000e+01
           124   2.08153e+01   1.24000e+02  -1.21101e+01   2.06858e+01   1.01000e+01   1.80000e+01
           125   2.08016e+01   1.25000e+02  -1.21063e+01   2.06841e+01   1.00000e+01   1.80000e+01
           126   2.08021e+01   1.26000e+02  -1.21017e+01   2.06823e+01   1.00000e+01   1.80000e+01
           127   2.07936e+01   1.27000e+02  -1.20968e+01   2.06806e+01   1.00000e+01   1.80000e+01
           128   2.07952e+01   1.28000e+02  -1.20920e+01   2.06789e+01   1.00000e+01   1.80000e+01
           129   2.07816e+01   1.29000e+02  -1.20875e+01   2.06771e+01   1.00000e+01   1.80000e+01
           130   2.07813e+01   1.30000e+02  -1.20832e+01   2.06754e+01   1.00000e+01   1.80000e+01
           131   2.07852e+01   1.31000e+02  -1.20787e+01   2.06737e+01   1.00000e+01   1.80000e+01
           132   2.07724e+01   1.32000e+02  -1.20741e+01   2.06720e+01   9.90000e+00   1.80000e+01
           133   2.07641e+01   1.33000e+02  -1.20700e+01   2.06703e+01   9.90000e+00   1.80000e+01
           134   2.07508e+01   1.34000e+02  -1.20660e+01   2.06686e+01   9.90000e+00   1.80000e+01
           135   2.07587e+01   1.35000e+02  -1.20620e+01   2.06669e+01   9.90000e+00   1.80000e+01
           136   2.07448e+01   1.36000e+02  -1.20583e+01   2.06651e+01   9.90000e+00   1.80000e+01
           137   2.07418e+01   1.37000e+02  -1.20545e+01   2.06634e+01   9.90000e+00   1.80000e+01
           138   2.07422e+01   1.38000e+02  -1.20508e+01   2.06617e+01   9.80000e+00   1.80000e+01
           139   2.07455e+01   1.39000e+02  -1.20470e+01   2.06600e+01   9.80000e+00   1.80000e+01
           140   2.07478e+01   1.40000e+02  -1.20433e+01   2.06583e+01   9.80000e+00   1.80000e+01
           141   2.07364e+01   1.41000e+02  -1.20398e+01   2.06567e+01   9.80000e+00   1.80000e+01
           142   2.07279e+01   1.42000e+02  -1.20362e+01   2.06550e+01   9.80000e+00   1.80000e+01
           143   2.07154e+01   1.43000e+02  -1.20328e+01   2.06532e+01   9.80000e+00   1.80000e+01
           144   2.07236e+01   1.44000e+02  -1.20294e+01   2.06516e+01   9.80000e+00   1.80000e+01
           145   2.07175e+01   1.45000e+02  -1.20261e+01   2.06499e+01   9.70000e+00   1.80000e+01
           146   2.06918e+01   1.46000e+02  -1.20230e+01   2.06482e+01   9.70000e+00   1.80000e+01
           147   2.07036e+01   1.47000e+02  -1.20201e+01   2.06466e+01   9.70000e+00   1.80000e+01
           148   2.07018e+01   1.48000e+02  -1.20154e+01   2.06449e+01   9.70000e+00   1.80000e+01
           149   2.06906e+01   1.49000e+02  -1.20103e+01   2.06432e+01   9.70000e+00   1.80000e+01
           150   2.06974e+01   1.50000e+02  -1.20064e+01   2.06415e+01   9.70000e+00   1.80000e+01
           151   2.07015e+01   1.51000e+02  -1.20029e+01   2.06398e+01   9.70000e+00   1.80000e+01
           152   2.07070e+01   1.52000e+02  -1.19975e+01   2.06381e+01   9.60000e+00   1.80000e+01
           153   2.06890e+01   1.53000e+02  -1.19935e+01   2.06364e+01   9.60000e+00   1.80000e+01
           154   2.06697e+01   1.54000e+02  -1.19905e+01   2.06347e+01   9.60000e+00   1.80000e+01
           155   2.06697e+01   1.55000e+02  -1.19879e+01   2.06330e+01   9.60000e+00   1.80000e+01
           156   2.06731e+01   1.56000e+02  -1.19821e+01   2.06313e+01   9.60000e+00   1.80000e+01
           157   2.06791e+01   1.57000e+02  -1.19764e+01   2.06297e+01   9.60000e+00   1.80000e+01
           158   2.06601e+01   1.58000e+02  -1.19718e+01   2.06281e+01   9.50000e+00   1.80000e+01
           159   2.06691e+01   1.59000e+02  -1.19674e+01   2.06264e+01   9.50000e+00   1.80000e+01
           160   2.06547e+01   1.60000e+02  -1.19631e+01   2.06248e+01   9.50000e+00   1.80000e+01
           161   2.06518e+01   1.61000e+02  -1.19584e+01   2.06232e+01   9.50000e+00   1.80000e+01
           162   2.06416e+01   1.62000e+02  -1.19547e+01   2.06216e+01   9.50000e+00   1.80000e+01
           163   2.06467e+01   1.63000e+02  -1.19508e+01   2.06199e+01   9.50000e+00   1.80000e+01
           164   2.06372e+01   1.64000e+02  -1.19450e+01   2.06183e+01   9.50000e+00   1.80000e+01
           165   2.06446e+01   1.65000e+02  -1.19395e+01   2.06166e+01   9.40000e+00   1.80000e+01
           166   2.06347e+01   1.66000e+02  -1.19334e+01   2.06150e+01   9.40000e+00   1.80000e+01
           167   2.06259e+01   1.67000e+02  -1.19275e+01   2.06133e+01   9.40000e+00   1.80000e+01
           168   2.06144e+01   1.68000e+02  -1.19233e+01   2.06117e+01   9.40000e+00   1.80000e+01
           169   2.06166e+01   1.69000e+02  -1.19180e+01   2.06101e+01   9.30000e+00   1.80000e+01
           170   2.06134e+01   1.70000e+02  -1.19128e+01   2.06085e+01   9.30000e+00   1.80000e+01
           171   2.06133e+01   1.71000e+02  -1.19079e+01   2.06068e+01   9.30000e+00   1.80000e+01
           172   2.06145e+01   1.72000e+02  -1.19015e+01   2.06052e+01   9.30000e+00   1.80000e+01
           173   2.06165e+01   1.73000e+02  -1.18958e+01   2.06036e+01   9.30000e+00   1.80000e+01
           174   2.06255e+01   1.74000e+02  -1.18907e+01   2.06020e+01   9.30000e+00   1.80000e+01
           175   2.06173e+01   1.75000e+02  -1.18865e+01   2.06004e+01   9.30000e+00   1.80000e+01
           176   2.06210e+01   1.76000e+02  -1.18802e+01   2.05989e+01   9.30000e+00   1.80000e+01
           177   2.06171e+01   1.77000e+02  -1.18742e+01   2.05975e+01   9.20000e+00   1.80000e+01
           178   2.05979e+01   1.78000e+02  -1.18693e+01   2.05961e+01   9.20000e+00   1.80000e+01
           179   2.06040e+01   1.79000e+02  -1.18648e+01   2.05947e+01   9.20000e+00   1.80000e+01
           180   2.06031e+01   1.80000e+02  -1.18616e+01   2.05934e+01   9.20000e+00   1.80000e+01
           181   2.06023e+01   1.81000e+02  -1.18577e+01   2.05921e+01   9.20000e+00   1.80000e+01
           182   2.05934e+01   1.82000e+02  -1.18527e+01   2.05907e+01   9.20000e+00   1.80000e+01
           183   2.06031e+01   1.83000e+02  -1.18476e+01   2.05893e+01   9.20000e+00   1.80000e+01
           184   2.06052e+01   1.84000e+02  -1.18440e+01   2.05877e+01   9.20000e+00   1.80000e+01
           185   2.05944e+01   1.85000e+02  -1.18404e+01   2.05861e+01   9.20000e+00   1.80000e+01
           186   2.05871e+01   1.86000e+02  -1.18364e+01   2.05845e+01   9.10000e+00   1.80000e+01
           187   2.05852e+01   1.87000e+02  -1.18318e+01   2.05829e+01   9.10000e+00   1.80000e+01
           188   2.05779e+01   1.88000e+02  -1.18287e+01   2.05810e+01   9.10000e+00   1.80000e+01
           189   2.05775e+01   1.89000e+02  -1.18237e+01   2.05792e+01   9.10000e+00   1.80000e+01
           190   2.05688e+01   1.90000e+02  -1.18185e+01   2.05773e+01   9.10000e+00   1.80000e+01
           191   2.05764e+01   1.91000e+02  -1.18138e+01   2.05753e+01   9.10000e+00   1.80000e+01
           192   2.05721e+01   1.92000e+02  -1.18081e+01   2.05733e+01   9.10000e+00   1.80000e+01
           193   2.05585e+01   1.93000e+02  -1.18038e+01   2.05713e+01   9.10000e+00   1.80000e+01
           194   2.05633e+01   1.94000e+02  -1.17985e+01   2.05695e+01   9.10000e+00   1.80000e+01
           195   2.05637e+01   1.95000e+02  -1.17925e+01   2.05677e+01   9.00000e+00   1.80000e+01
           196   2.05669e+01   1.96000e+02  -1.17860e+01   2.05661e+01   9.00000e+00   1.80000e+01
           197   2.05526e+01   1.97000e+02  -1.17803e+01   2.05645e+01   9.00000e+00   1.80000e+01
           198   2.05566e+01   1.98000e+02  -1.17745e+01   2.05630e+01   9.00000e+00   1.80000e+01
           199   2.05590e+01   1.99000e+02  -1.17685e+01   2.05615e+01   9.00000e+00   1.80000e+01
           200   2.05527e+01   2.00000e+02  -1.17648e+01   2.05603e+01   9.00000e+00   1.80000e+01
           201   2.05469e+01   2.01000e+02  -1.17605e+01   2.05590e+01   9.00000e+00   1.80000e+01
           202   2.05463e+01   2.02000e+02  -1.17563e+01   2.05577e+01   8.90000e+00   1.80000e+01
           203   2.05583e+01   2.03000e+02  -1.17518e+01   2.05565e+01   8.90000e+00   1.80000e+01
           204   2.05482e+01   2.04000e+02  -1.17461e+01   2.05554e+01   8.90000e+00   1.80000e+01
           205   2.05506e+01   2.05000e+02  -1.17403e+01   2.05541e+01   8.90000e+00   1.80000e+01
           206   2.05482e+01   2.06000e+02  -1.17349e+01   2.05527e+01   8.90000e+00   1.80000e+01
           207   2.05421e+01   2.07000e+02  -1.17300e+01   2.05512e+01   8.90000e+00   1.80000e+01
           208   2.05363e+01   2.08000e+02  -1.17263e+01   2.05495e+01   8.90000e+00   1.80000e+01
           209   2.05395e+01   2.09000e+02  -1.17216e+01   2.05477e+01   8.90000e+00   1.80000e+01
           210   2.05499e+01   2.10000e+02  -1.17174e+01   2.05460e+01   8.90000e+00   1.80000e+01
           211   2.05459e+01   2.11000e+02  -1.17140e+01   2.05442e+01   8.90000e+00   1.80000e+01
           212   2.05261e+01   2.12000e+02  -1.17076e+01   2.05423e+01   8.80000e+00   1.80000e+01
           213   2.05404e+01   2.13000e+02  -1.17030e+01   2.05406e+01   8.80000e+00   1.80000e+01
           214   2.05434e+01   2.14000e+02  -1.16996e+01   2.05389e+01   8.80000e+00   1.80000e+01
           215   2.05391e+01   2.15000e+02  -1.16960e+01   2.05372e+01   8.80000e+00   1.80000e+01
           216   2.05396e+01   2.16000e+02  -1.16932e+01   2.05358e+01   8.80000e+00   1.80000e+01
           217   2.05301e+01   2.17000e+02  -1.16901e+01   2.05343e+01   8.80000e+00   1.80000e+01
           218   2.05363e+01   2.18000e+02  -1.16868e+01   2.05328e+01   8.80000e+00   1.80000e+01
           219   2.05302e+01   2.19000e+02  -1.16828e+01   2.05314e+01   8.80000e+00   1.80000e+01
           220   2.05342e+01   2.20000e+02  -1.16805e+01   2.05299e+01   8.70000e+00   1.80000e+01
           221   2.05428e+01   2.21000e+02  -1.16769e+01   2.05285e+01   8.70000e+00   1.80000e+01
           222   2.05216e+01   2.22000e+02  -1.16730e+01   2.05271e+01   8.70000e+00   1.80000e+01
           223   2.05235e+01   2.23000e+02  -1.16688e+01   2.05257e+01   8.70000e+00   1.80000e+01
           224   2.05209e+01   2.24000e+02  -1.16653e+01   2.05243e+01   8.70000e+00   1.80000e+01
           225   2.05140e+01   2.25000e+02  -1.16621e+01   2.05229e+01   8.70000e+00   1.80000e+01
           226   2.05176e+01   2.26000e+02  -1.16581e+01   2.05215e+01   8.70000e+00   1.80000e+01
           227   2.05073e+01   2.27000e+02  -1.16540e+01   2.05201e+01   8.70000e+00   1.80000e+01
           228   2.05163e+01   2.28000e+02  -1.16481e+01   2.05186e+01   8.70000e+00   1.80000e+01
           229   2.05178e+01   2.29000e+02  -1.16454e+01   2.05172e+01   8.70000e+00   1.80000e+01
           230   2.05291e+01   2.30000e+02  -1.16441e+01   2.05157e+01   8.70000e+00   1.80000e+01
           231   2.05220e+01   2.31000e+02  -1.16431e+01   2.05142e+01   8.70000e+00   1.80000e+01
           232   2.05255e+01   2.32000e+02  -1.16402e+01   2.05127e+01   8.60000e+00   1.80000e+01
           233   2.05081e+01   2.33000e+02  -1.16359e+01   2.05112e+01   8.60000e+00   1.80000e+01
           234   2.05223e+01   2.34000e+02  -1.16320e+01   2.05098e+01   8.60000e+00   1.80000e+01
           235   2.05256e+01   2.35000e+02  -1.16281e+01   2.05082e+01   8.60000e+00   1.80000e+01
           236   2.05060e+01   2.36000e+02  -1.16253e+01   2.05068e+01   8.60000e+00   1.80000e+01
           237   2.04990e+01   2.37000e+02  -1.16226e+01   2.05053e+01   8.60000e+00   1.80000e+01
           238   2.05194e+01   2.38000e+02  -1.16201e+01   2.05038e+01   8.60000e+00   1.80000e+01
           239   2.05073e+01   2.39000e+02  -1.16176e+01   2.05022e+01   8.50000e+00   1.80000e+01
           240   2.04937e+01   2.40000e+02  -1.16137e+01   2.05007e+01   8.50000e+00   1.80000e+01
           241   2.05089e+01   2.41000e+02  -1.16108e+01   2.04991e+01   8.50000e+00   1.80000e+01
           242   2.05103e+01   2.42000e+02  -1.16082e+01   2.04976e+01   8.50000e+00   1.80000e+01
           243   2.05132e+01   2.43000e+02  -1.16063e+01   2.04960e+01   8.50000e+00   1.80000e+01
           244   2.05118e+01   2.44000e+02  -1.16043e+01   2.04945e+01   8.50000e+00   1.80000e+01
           245   2.05098e+01   2.45000e+02  -1.16015e+01   2.04930e+01   8.40000e+00   1.80000e+01
           246   2.04933e+01   2.46000e+02  -1.15987e+01   2.04915e+01   8.40000e+00   1.80000e+01
           247   2.04911e+01   2.47000e+02  -1.15955e+01   2.04901e+01   8.40000e+00   1.80000e+01
           248   2.04998e+01   2.48000e+02  -1.15930e+01   2.04888e+01   8.40000e+00   1.80000e+01
           249   2.05147e+01   2.49000e+02  -1.15889e+01   2.04874e+01   8.40000e+00   1.80000e+01
           250   2.05033e+01   2.50000e+02  -1.15841e+01   2.04860e+01   8.40000e+00   1.80000e+01
           251   2.04987e+01   2.51000e+02  -1.15794e+01   2.04846e+01   8.40000e+00   1.80000e+01
           252   2.05177e+01   2.52000e+02  -1.15740e+01   2.04831e+01   8.40000e+00   1.80000e+01
           253   2.05002e+01   2.53000e+02  -1.15694e+01   2.04816e+01   8.40000e+00   1.80000e+01
           254   2.05008e+01   2.54000e+02  -1.15655e+01   2.04802e+01   8.40000e+00   1.80000e+01
           255   2.05007e+01   2.55000e+02  -1.15627e+01   2.04787e+01   8.40000e+00   1.80000e+01
           256   2.05104e+01   2.56000e+02  -1.15567e+01   2.04773e+01   8.40000e+00   1.80000e+01
           257   2.04987e+01   2.57000e+02  -1.15529e+01   2.04760e+01   8.40000e+00   1.80000e+01
           258   2.05070e+01   2.58000e+02  -1.15494e+01   2.04747e+01   8.40000e+00   1.80000e+01
           259   2.05137e+01   2.59000e+02  -1.15447e+01   2.04734e+01   8.30000e+00   1.80000e+01
           260   2.05016e+01   2.60000e+02  -1.15415e+01   2.04723e+01   8.30000e+00   1.80000e+01
           261   2.05078e+01   2.61000e+02  -1.15377e+01   2.04711e+01   8.30000e+00   1.80000e+01
           262   2.05173e+01   2.62000e+02  -1.15336e+01   2.04699e+01   8.30000e+00   1.80000e+01
           263   2.05151e+01   2.63000e+02  -1.15291e+01   2.04686e+01   8.30000e+00   1.80000e+01
           264   2.05058e+01   2.64000e+02  -1.15263e+01   2.04671e+01   8.30000e+00   1.80000e+01
           265   2.04987e+01   2.65000e+02  -1.15230e+01   2.04655e+01   8.30000e+00   1.80000e+01
           266   2.05016e+01   2.66000e+02  -1.15201e+01   2.04638e+01   8.30000e+00   1.80000e+01
           267   2.04964e+01   2.67000e+02  -1.15170e+01   2.04621e+01   8.30000e+00   1.80000e+01
