         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]          [mW]          [mg]          [°C]
             0   2.92105e+01   0.00000e+00  -7.00582e+00   1.43006e+01   2.50000e+01
             1   2.91926e+01   1.00000e+00  -6.97690e+00   1.43003e+01   2.51667e+01
             2   2.91748e+01   2.00000e+00  -6.86703e+00   1.43001e+01   2.53333e+01
             3   2.92111e+01   3.00000e+00  -6.68548e+00   1.42999e+01   2.55000e+01
             4   2.92540e+01   4.00000e+00  -6.49272e+00   1.42996e+01   2.56667e+01
             5   2.93719e+01   5.00000e+00  -6.33147e+00   1.42994e+01   2.58333e+01
             6   2.94610e+01   6.00000e+00  -6.27360e+00   1.42991e+01   2.60000e+01
             7   2.95729e+01   7.00000e+00  -6.30464e+00   1.42988e+01   2.61667e+01
             8   2.96954e+01   8.00000e+00  -6.42330e+00   1.42985e+01   2.63333e+01
             9   2.98279e+01   9.00000e+00  -6.55874e+00   1.42982e+01   2.65000e+01
            10   2.99590e+01   1.00000e+01  -6.70126e+00   1.42979e+01   2.66667e+01
            11   3.00889e+01   1.10000e+01  -6.84672e+00   1.42975e+01   2.68333e+01
            12   3.02333e+01   1.20000e+01  -6.96337e+00   1.42972e+01   2.70000e+01
            13   3.03692e+01   1.30000e+01  -7.06881e+00   1.42968e+01   2.71667e+01
            14   3.04900e+01   1.40000e+01  -7.18627e+00   1.42965e+01   2.73333e+01
            15   3.06631e+01   1.50000e+01  -7.30935e+00   1.42962e+01   2.75000e+01
            16   3.08023e+01   1.60000e+01  -7.38730e+00   1.42958e+01   2.76667e+01
            17   3.09419e+01   1.70000e+01  -7.47416e+00   1.42954e+01   2.78333e+01
            18   3.10864e+01   1.80000e+01  -7.56337e+00   1.42949e+01   2.80000e+01
            19   3.12219e+01   1.90000e+01  -7.63875e+00   1.42945e+01   2.81667e+01
            20   3.13938e+01   2.00000e+01  -7.65106e+00   1.42938e+01   2.83333e+01
            21   3.15502e+01   2.10000e+01  -7.68420e+00   1.42931e+01   2.85000e+01
            22   3.16930e+01   2.20000e+01  -7.71107e+00   1.42925e+01   2.86667e+01
            23   3.18430e+01   2.30000e+01  -7.72230e+00   1.42918e+01   2.88333e+01
            24   3.19838e+01   2.40000e+01  -7.70729e+00   1.42910e+01   2.90000e+01
            25   3.21469e+01   2.50000e+01  -7.70685e+00   1.42903e+01   2.91667e+01
            26   3.22997e+01   2.60000e+01  -7.70084e+00   1.42895e+01   2.93333e+01
            27   3.24442e+01   2.70000e+01  -7.69820e+00   1.42888e+01   2.95000e+01
            28   3.25919e+01   2.80000e+01  -7.66521e+00   1.42880e+01   2.96667e+01
            29   3.27494e+01   2.90000e+01  -7.64889e+00   1.42872e+01   2.98333e+01
            30   3.28864e+01   3.00000e+01  -7.63443e+00   1.42864e+01   3.00000e+01
            31   3.30405e+01   3.10000e+01  -7.61885e+00   1.42856e+01   3.01667e+01
            32   3.31831e+01   3.20000e+01  -7.58685e+00   1.42849e+01   3.03333e+01
            33   3.33414e+01   3.30000e+01  -7.56258e+00   1.42841e+01   3.05000e+01
            34   3.34782e+01   3.40000e+01  -7.53864e+00   1.42833e+01   3.06667e+01
            35   3.36434e+01   3.50000e+01  -7.51394e+00   1.42825e+01   3.08333e+01
            36   3.37970e+01   3.60000e+01  -7.47854e+00   1.42817e+01   3.10000e+01
            37   3.39370e+01   3.70000e+01  -7.44903e+00   1.42809e+01   3.11667e+01
            38   3.40832e+01   3.80000e+01  -7.42178e+00   1.42801e+01   3.13333e+01
            39   3.42441e+01   3.90000e+01  -7.39512e+00   1.42792e+01   3.15000e+01
            40   3.43877e+01   4.00000e+01  -7.36207e+00   1.42782e+01   3.16667e+01
            41   3.45261e+01   4.10000e+01  -7.33237e+00   1.42773e+01   3.18333e+01
            42   3.46651e+01   4.20000e+01  -7.30417e+00   1.42763e+01   3.20000e+01
            43   3.48146e+01   4.30000e+01  -7.27561e+00   1.42754e+01   3.21667e+01
            44   3.49593e+01   4.40000e+01  -7.24597e+00   1.42744e+01   3.23333e+01
            45   3.51047e+01   4.50000e+01  -7.21715e+00   1.42733e+01   3.25000e+01
            46   3.52432e+01   4.60000e+01  -7.18994e+00   1.42723e+01   3.26667e+01
            47   3.53803e+01   4.70000e+01  -7.16280e+00   1.42713e+01   3.28333e+01
            48   3.55353e+01   4.80000e+01  -7.13662e+00   1.42702e+01   3.30000e+01
            49   3.56947e+01   4.90000e+01  -7.10938e+00   1.42692e+01   3.31667e+01
            50   3.58249e+01   5.00000e+01  -7.08282e+00   1.42682e+01   3.33333e+01
            51   3.59796e+01   5.10000e+01  -7.05699e+00   1.42671e+01   3.35000e+01
            52   3.61273e+01   5.20000e+01  -7.03278e+00   1.42661e+01   3.36667e+01
            53   3.62583e+01   5.30000e+01  -7.00827e+00   1.42650e+01   3.38333e+01
            54   3.63981e+01   5.40000e+01  -6.98426e+00   1.42639e+01   3.40000e+01
            55   3.65411e+01   5.50000e+01  -6.96126e+00   1.42628e+01   3.41667e+01
            56   3.66971e+01   5.60000e+01  -6.94061e+00   1.42617e+01   3.43333e+01
            57   3.68374e+01   5.70000e+01  -6.91934e+00   1.42605e+01   3.45000e+01
            58   3.69850e+01   5.80000e+01  -6.89921e+00   1.42594e+01   3.46667e+01
            59   3.71369e+01   5.90000e+01  -6.87914e+00   1.42582e+01   3.48333e+01
            60   3.72690e+01   6.00000e+01  -6.86470e+00   1.42570e+01   3.50000e+01
            61   3.74251e+01   6.10000e+01  -6.84829e+00   1.42558e+01   3.51667e+01
            62   3.75728e+01   6.20000e+01  -6.83164e+00   1.42545e+01   3.53333e+01
            63   3.77169e+01   6.30000e+01  -6.81542e+00   1.42532e+01   3.55000e+01
            64   3.78599e+01   6.40000e+01  -6.80517e+00   1.42519e+01   3.56667e+01
            65   3.80062e+01   6.50000e+01  -6.79307e+00   1.42506e+01   3.58333e+01
            66   3.81513e+01   6.60000e+01  -6.78083e+00   1.42493e+01   3.60000e+01
            67   3.82970e+01   6.70000e+01  -6.76865e+00   1.42480e+01   3.61667e+01
            68   3.84329e+01   6.80000e+01  -6.76198e+00   1.42467e+01   3.63333e+01
            69   3.85828e+01   6.90000e+01  -6.75277e+00   1.42453e+01   3.65000e+01
            70   3.87284e+01   7.00000e+01  -6.74300e+00   1.42439e+01   3.66667e+01
            71   3.88815e+01   7.10000e+01  -6.73257e+00   1.42426e+01   3.68333e+01
            72   3.90163e+01   7.20000e+01  -6.72682e+00   1.42411e+01   3.70000e+01
            73   3.91743e+01   7.30000e+01  -6.71826e+00   1.42396e+01   3.71667e+01
            74   3.93203e+01   7.40000e+01  -6.70926e+00   1.42382e+01   3.73333e+01
            75   3.94632e+01   7.50000e+01  -6.70074e+00   1.42367e+01   3.75000e+01
            76   3.96090e+01   7.60000e+01  -6.69491e+00   1.42352e+01   3.76667e+01
            77   3.97694e+01   7.70000e+01  -6.68859e+00   1.42337e+01   3.78333e+01
            78   3.99084e+01   7.80000e+01  -6.68234e+00   1.42322e+01   3.80000e+01
            79   4.00490e+01   7.90000e+01  -6.67639e+00   1.42307e+01   3.81667e+01
            80   4.01995e+01   8.00000e+01  -6.66919e+00   1.42292e+01   3.83333e+01
            81   4.03529e+01   8.10000e+01  -6.66242e+00   1.42276e+01   3.85000e+01
            82   4.05068e+01   8.20000e+01  -6.65583e+00   1.42261e+01   3.86667e+01
            83   4.06468e+01   8.30000e+01  -6.65018e+00   1.42245e+01   3.88333e+01
            84   4.07984e+01   8.40000e+01  -6.65003e+00   1.42229e+01   3.90000e+01
            85   4.09365e+01   8.50000e+01  -6.64653e+00   1.42214e+01   3.91667e+01
            86   4.11086e+01   8.60000e+01  -6.64297e+00   1.42197e+01   3.93333e+01
            87   4.12484e+01   8.70000e+01  -6.64113e+00   1.42182e+01   3.95000e+01
            88   4.13969e+01   8.80000e+01  -6.63791e+00   1.42166e+01   3.96667e+01
            89   4.15390e+01   8.90000e+01  -6.63468e+00   1.42149e+01   3.98333e+01
            90   4.16951e+01   9.00000e+01  -6.63298e+00   1.42132e+01   4.00000e+01
            91   4.18545e+01   9.10000e+01  -6.63111e+00   1.42116e+01   4.01667e+01
            92   4.19976e+01   9.20000e+01  -6.63225e+00   1.42098e+01   4.03333e+01
            93   4.21635e+01   9.30000e+01  -6.63146e+00   1.42081e+01   4.05000e+01
            94   4.23052e+01   9.40000e+01  -6.62990e+00   1.42063e+01   4.06667e+01
            95   4.24680e+01   9.50000e+01  -6.62821e+00   1.42045e+01   4.08333e+01
            96   4.26077e+01   9.60000e+01  -6.62675e+00   1.42026e+01   4.10000e+01
            97   4.27716e+01   9.70000e+01  -6.62643e+00   1.42008e+01   4.11667e+01
            98   4.29083e+01   9.80000e+01  -6.62635e+00   1.41990e+01   4.13333e+01
            99   4.30663e+01   9.90000e+01  -6.62603e+00   1.41972e+01   4.15000e+01
           100   4.32311e+01   1.00000e+02  -6.62595e+00   1.41953e+01   4.16667e+01
           101   4.33736e+01   1.01000e+02  -6.62703e+00   1.41934e+01   4.18333e+01
           102   4.35240e+01   1.02000e+02  -6.62762e+00   1.41916e+01   4.20000e+01
           103   4.36747e+01   1.03000e+02  -6.62767e+00   1.41897e+01   4.21667e+01
           104   4.38230e+01   1.04000e+02  -6.63094e+00   1.41878e+01   4.23333e+01
           105   4.39922e+01   1.05000e+02  -6.63333e+00   1.41858e+01   4.25000e+01
           106   4.41342e+01   1.06000e+02  -6.63528e+00   1.41839e+01   4.26667e+01
           107   4.42812e+01   1.07000e+02  -6.63680e+00   1.41820e+01   4.28333e+01
           108   4.44290e+01   1.08000e+02  -6.64185e+00   1.41800e+01   4.30000e+01
           109   4.45982e+01   1.09000e+02  -6.64526e+00   1.41780e+01   4.31667e+01
           110   4.47463e+01   1.10000e+02  -6.64903e+00   1.41760e+01   4.33333e+01
           111   4.49099e+01   1.11000e+02  -6.65312e+00   1.41740e+01   4.35000e+01
           112   4.50645e+01   1.12000e+02  -6.65658e+00   1.41720e+01   4.36667e+01
           113   4.52078e+01   1.13000e+02  -6.65937e+00   1.41700e+01   4.38333e+01
           114   4.53529e+01   1.14000e+02  -6.66296e+00   1.41679e+01   4.40000e+01
           115   4.55103e+01   1.15000e+02  -6.66698e+00   1.41658e+01   4.41667e+01
           116   4.56787e+01   1.16000e+02  -6.67053e+00   1.41636e+01   4.43333e+01
           117   4.58333e+01   1.17000e+02  -6.67403e+00   1.41615e+01   4.45000e+01
           118   4.59802e+01   1.18000e+02  -6.67832e+00   1.41594e+01   4.46667e+01
           119   4.61150e+01   1.19000e+02  -6.68267e+00   1.41573e+01   4.48333e+01
           120   4.62760e+01   1.20000e+02  -6.68637e+00   1.41551e+01   4.50000e+01
           121   4.64296e+01   1.21000e+02  -6.68937e+00   1.41529e+01   4.51667e+01
           122   4.65846e+01   1.22000e+02  -6.69246e+00   1.41508e+01   4.53333e+01
           123   4.67289e+01   1.23000e+02  -6.69651e+00   1.41486e+01   4.55000e+01
           124   4.69001e+01   1.24000e+02  -6.70039e+00   1.41463e+01   4.56667e+01
           125   4.70370e+01   1.25000e+02  -6.70492e+00   1.41440e+01   4.58333e+01
           126   4.72035e+01   1.26000e+02  -6.70924e+00   1.41418e+01   4.60000e+01
           127   4.73397e+01   1.27000e+02  -6.71307e+00   1.41395e+01   4.61667e+01
           128   4.75019e+01   1.28000e+02  -6.71831e+00   1.41372e+01   4.63333e+01
           129   4.76657e+01   1.29000e+02  -6.72457e+00   1.41349e+01   4.65000e+01
           130   4.78169e+01   1.30000e+02  -6.73146e+00   1.41326e+01   4.66667e+01
           131   4.79635e+01   1.31000e+02  -6.73743e+00   1.41303e+01   4.68333e+01
           132   4.81211e+01   1.32000e+02  -6.74587e+00   1.41280e+01   4.70000e+01
           133   4.82758e+01   1.33000e+02  -6.75275e+00   1.41256e+01   4.71667e+01
           134   4.84139e+01   1.34000e+02  -6.75946e+00   1.41233e+01   4.73333e+01
           135   4.85798e+01   1.35000e+02  -6.76614e+00   1.41209e+01   4.75000e+01
           136   4.87318e+01   1.36000e+02  -6.77311e+00   1.41185e+01   4.76667e+01
           137   4.88993e+01   1.37000e+02  -6.77959e+00   1.41161e+01   4.78333e+01
           138   4.90542e+01   1.38000e+02  -6.78633e+00   1.41137e+01   4.80000e+01
           139   4.91991e+01   1.39000e+02  -6.79276e+00   1.41112e+01   4.81667e+01
           140   4.93640e+01   1.40000e+02  -6.79807e+00   1.41087e+01   4.83333e+01
           141   4.95239e+01   1.41000e+02  -6.80424e+00   1.41062e+01   4.85000e+01
           142   4.96700e+01   1.42000e+02  -6.81079e+00   1.41038e+01   4.86667e+01
           143   4.98324e+01   1.43000e+02  -6.81742e+00   1.41012e+01   4.88333e+01
           144   4.99839e+01   1.44000e+02  -6.82232e+00   1.40988e+01   4.90000e+01
