         Index            Ts             t            HF        Weight            Tr
           [#]          [°C]           [s]          [mW]          [mg]          [°C]
             0   2.91124e+01   0.00000e+00  -7.15737e+00   1.34664e+01   2.50000e+01
             1   2.91099e+01   1.00000e+00  -7.11884e+00   1.34660e+01   2.51667e+01
             2   2.91088e+01   2.00000e+00  -6.99814e+00   1.34657e+01   2.53333e+01
             3   2.91266e+01   3.00000e+00  -6.80925e+00   1.34653e+01   2.55000e+01
             4   2.92019e+01   4.00000e+00  -6.61538e+00   1.34650e+01   2.56667e+01
             5   2.92782e+01   5.00000e+00  -6.45090e+00   1.34647e+01   2.58333e+01
             6   2.93896e+01   6.00000e+00  -6.37400e+00   1.34643e+01   2.60000e+01
             7   2.95321e+01   7.00000e+00  -6.35833e+00   1.34640e+01   2.61667e+01
             8   2.96521e+01   8.00000e+00  -6.50023e+00   1.34637e+01   2.63333e+01
             9   2.97632e+01   9.00000e+00  -6.63744e+00   1.34633e+01   2.65000e+01
            10   2.98992e+01   1.00000e+01  -6.77192e+00   1.34629e+01   2.66667e+01
            11   3.00433e+01   1.10000e+01  -6.90091e+00   1.34626e+01   2.68333e+01
            12   3.01780e+01   1.20000e+01  -7.02187e+00   1.34621e+01   2.70000e+01
            13   3.03110e+01   1.30000e+01  -7.12455e+00   1.34618e+01   2.71667e+01
            14   3.04555e+01   1.40000e+01  -7.23854e+00   1.34614e+01   2.73333e+01
            15   3.06067e+01   1.50000e+01  -7.35742e+00   1.34611e+01   2.75000e+01
            16   3.07394e+01   1.60000e+01  -7.42162e+00   1.34608e+01   2.76667e+01
            17   3.08979e+01   1.70000e+01  -7.51406e+00   1.34603e+01   2.78333e+01
            18   3.10438e+01   1.80000e+01  -7.60145e+00   1.34598e+01   2.80000e+01
            19   3.11969e+01   1.90000e+01  -7.67187e+00   1.34592e+01   2.81667e+01
            20   3.13325e+01   2.00000e+01  -7.67194e+00   1.34584e+01   2.83333e+01
            21   3.15043e+01   2.10000e+01  -7.71247e+00   1.34577e+01   2.85000e+01
            22   3.16598e+01   2.20000e+01  -7.74514e+00   1.34570e+01   2.86667e+01
